macrozona	region	idregion	comuna	idcomuna	tipo	tamaño	inicios	esc	educ1%	educ2%	educ3%	desempleo%	robos	homicidios	pob_tot	exten_km2	pobre	ne	ventas	ntrab	remu	docentes_em	matl_em	colegios_em	salario	pea	emprendimiento
Centro	Metropolitana	13	San Bernardo	13401	urbano	5	1199	9.8	45.4	50.4	4.2	9.2	4715.0	25.0	311.0	155.0	16.0	11.1	227.8	102.7	16.7	2647.0	15363.0	48.0	291.5	219.5	54.63435084
Centro	Metropolitana	13	Buin	13402	rural	4	449	9.9	45.1	48.4	6.4	8.3	516.0	3.0	73.7	214.0	11.0	4.0	48.1	37.6	3.3	783.0	6100.0	16.0	372.5	52.8	85.01211754
Centro	Metropolitana	13	Calera de Tango	13403	rural	4	115	9.7	46.8	41.3	11.9	12.9	325.0	2.0	27.0	73.0	11.0	1.3	6.9	8.1	0.7	266.0	1287.0	8.0	476.1	19.6	58.72740272
Centro	Metropolitana	13	Paine	13404	rural	4	291	9.9	48.0	46.2	5.8	3.6	307.0	0.0	65.4	678.0	14.0	3.4	18.1	23.3	2.0	611.0	3393.0	13.0	306.8	46.1	63.15378272
Centro	Metropolitana	13	Melipilla	13501	rural	5	708	10.3	44.7	44.5	10.8	12.8	999.0	6.0	107.2	1345.0	9.0	6.7	77.2	35.1	3.6	1326.0	8984.0	22.0	348.4	75.4	93.91913403
Centro	Metropolitana	13	Alhué	13502	rural	1	21	9.0	57.4	38.3	4.3	9.1	9.0	0.0	4.6	845.0	9.0	0.3	6.8	2.1	0.7	73.0	247.0	1.0	267.3	3.3	62.98740252
Centro	Metropolitana	13	Curacaví	13503	rural	4	112	9.4	49.5	44.6	5.9	18.9	108.0	0.0	29.8	693.0	14.0	1.5	4.3	4.3	0.5	269.0	1651.0	5.0	303.4	21.2	52.8576148
Centro	Metropolitana	13	María Pinto	13504	rural	2	48	8.5	63.7	35.3	1.0	5.0	25.0	0.0	11.8	395.0	6.0	0.6	2.1	2.4	0.2	111.0	450.0	1.0	337.5	8.4	57.3408195
Centro	Metropolitana	13	San Pedro	13505	rural	1	47	7.7	72.1	24.6	3.3	7.4	15.0	0.0	8.1	788.0	7.0					84.0	293.0	1.0	243.2	7.4	63.85869565
Centro	Metropolitana	13	Talagante	13601	rural	5	301	10.0	47.8	47.3	4.9	5.5	587.0	2.0	77.6	126.0	13.0	3.1	12.3	16.6	1.8	966.0	7552.0	23.0	420.5	54.8	54.8829407
Centro	Metropolitana	13	El Monte	13602	rural	4	104	10.6	40.9	48.9	10.2	9.9	196.0	1.0	31.3	118.0	18.0	1.3	3.7	3.6	0.4	274.0	604.0	3.0	418.8	21.7	47.96605479
Centro	Metropolitana	13	Isla de Maipo	13603	rural	4	143	9.6	49.5	46.4	4.0	8.3	127.0	0.0	31.8	189.0	16.0	1.4	7.6	6.7	0.7	318.0	1698.0	5.0	239.5	22.6	63.27433628
Centro	Metropolitana	13	Padre Hurtado	13604	urbano	4	207	10.5	44.0	51.6	4.4	11.0	332.0	3.0	49.9	81.0	17.0	1.9	14.7	8.5	1.3	534.0	3164.0	10.0	408.9	35.2	58.87037142
Centro	Metropolitana	13	Peñaflor	13605	urbano	5	284	11.2	40.5	47.2	12.3	9.0	579.0	2.0	86.3	69.0	9.0	3.2	10.7	12.6	1.4	835.0	4894.0	19.0	485.7	61.2	46.44241304
sur	Los Rios	14	Valdivia	14101	urbano	5	932	11.0	38.0	50.6	11.4	13.9	840.0	2.0	161.7	1016.0	20.0	8.5	53.7	47.7	7.2	1817.0	11347.0	44.0	400.6	118.3	78.75412994
sur	Los Rios	14	Corral	14102	rural	1	41	8.4	62.2	34.8	3.0	16.3	4.0	0.0	5.0	767.0	20.0	0.2	0.3	0.4	0.1	63.0	255.0	1.0	267.9	3.5	115.819209
sur	Los Rios	14	Lanco	14103	rural	3	115	9.2	52.4	43.6	4.0	13.4	29.0	0.0	16.6	532.0	21.0	1.0	3.0	3.8	0.3	256.0	1436.0	6.0	316.3	11.4	101.018974
sur	Los Rios	14	Los Lagos	14104	rural	3	151	8.7	58.7	37.9	3.4	7.4	35.0	0.0	21.7	1791.0	17.0	0.9	1.9	2.4	0.2	213.0	1116.0	4.0	269.1	14.8	101.9443694
sur	Los Rios	14	Mafil	14105	rural	1	38	8.9	54.4	41.5	4.1	4.3	7.0	0.0	7.0	583.0	18.0	0.4	0.8	1.3	0.1	84.0	406.0	2.0	292.4	5.0	76.44337156
sur	Los Rios	14		14106	rural	3	123	8.5	58.8	37.4	3.8	9.1	38.0	0.0	18.4	1321.0	17.0	0.9	2.4	4.6	0.5	248.0	1134.0	8.0	273.5	12.3	99.7324252
sur	Los Rios	14	Paillaco	14107	rural	3	109	8.4	58.5	38.3	3.2	12.8	37.0	0.0	19.9	896.0	21.0	1.1	4.6	2.9	0.4	217.0	1319.0	3.0	287.0	14.0	77.60768957
sur	Los Rios	14	Panguipulli	14108	rural	4	197	8.6	58.3	37.6	4.1	15.0	60.0	1.0	35.1	3292.0	25.0	1.8	5.2	5.4	0.5	448.0	2502.0	8.0	293.6	25.3	78.0105334
sur	Los Rios	14	La Unión	14201	rural	4	206	9.1	53.9	40.9	5.2	9.9	60.0	0.0	38.8	2137.0	20.0	2.3	24.4	10.8	1.1	515.0	3652.0	14.0	322.4	27.7	74.31725531
sur	Los Rios	14	Futrono	14202	rural	3	76	8.3	58.7	37.6	3.7	5.7	12.0	1.0	15.8	2121.0	25.0	0.7	1.4	2.2	0.2	193.0	1035.0	6.0	239.7	10.6	71.47559485
sur	Los Rios	14	Lago Ranco	14203	rural	2	54	8.7	57.9	36.5	5.5	12.7	6.0	0.0	9.5	1763.0	21.0	0.4	1.7	1.1	0.2	96.0	501.0	2.0	338.2	6.5	82.6446281
sur	Los Rios	14	Río Bueno	14204	rural	4	211	8.9	55.4	38.7	5.9	9.1	104.0	1.0	31.3	2212.0	21.0	1.9	4.7	5.0	0.5	321.0	1992.0	8.0	327.3	21.8	96.81563733
Norte	Arica	15	Arica	15101	urbano	5	1228	11.0	38.8	52.8	8.4	11.5	1260.0	9.0	179.0	4799.0	13.0	13.7	50.2	49.9	5.3	2510.0	15518.0	37.0	406.6	125.7	97.7177961
Norte	Arica	15	Camarones	15102	rural	1	10	8.1	59.7	40.3	0.0	2.9	0.0	0.0	1.7	3927.0	8.0	0.1	0.0	0.1	0.0	12.0	17.0	1.0	339.5	1.2	80.38585209
Norte	Arica	15	Putre	15201	rural	1	9	7.9	66.4	29.5	4.1	5.6	0.0	0.0	1.3	5903.0	30.0	0.1	0.1	0.2	0.0	31.0	47.0	1.0	335.5	0.9	94.93670886
