macrozona	region	idregion	comuna	idcomuna	tipo	tamaño	inicios	esc	educ1%	educ2%	educ3%	desempleo%	robos	homicidios	pob_tot	exten_km2	pobre	ne	ventas	ntrab	remu	docentes_em	matl_em	colegios_em	salario	pea	emprendimiento
Norte	Tarapaca	1	Iquique	1101	urbano	5	1551	11.5	34.5	54.4	11.0	6.6	2347.0	10.0	186.0	2262.0	14.0	13.2	175.7	82.5	8.7	2190.0	13522.0	43.0	478.0	135.7	114.3122471
Norte	Tarapaca	1	Alto Hospicio	1107	rural	5	564	10.2	48.9	47.8	3.3	7.8	1130.0	7.0	93.8	573.0	20.0	2.9	8.6	8.4	0.7	980.0	6039.0	15.0	365.4	61.3	92.00652529
Norte	Tarapaca	1	Pozo Almonte	1401	rural	3	71	9.7	53.7	43.7	2.6	4.5	41.0	0.0	17.3	13766.0	13.0	0.6	32.9	4.5	1.2	157.0	755.0	1.0	360.7	13.0	54.65742879
Norte	Tarapaca	1	Camiña	1402	rural	1	8	5.2	82.6	16.7	0.8	0.0	0.0	0.0	1.0	2200.0	15.0	0.1	0.1	0.0	0.0	21.0	66.0	1.0	379.8	0.6	135.5932203
Norte	Tarapaca	1	Huara	1404	rural	1	25	8.9	54.9	41.7	3.4	4.7	1.0	0.0	3.4	10475.0	10.0	0.1	0.8	0.4	0.0	37.0	60.0	1.0	327.6	2.1	118.5395922
Norte	Tarapaca	1	Pica	1405	rural	3	26	9.2	51.5	40.7	7.8	7.7	10.0	0.0	18.6	8934.0	14.0	0.3	0.3	0.6	0.1	72.0	224.0	1.0	351.0	17.0	15.32025219
Norte	Antofagasta	2	Antofagasta	2101	urbano	5	1896	11.6	35.2	52.7	12.1	10.9	4012.0	19.0	373.0	30718.0	7.0	16.9	292.5	121.5	23.5	3214.0	23448.0	44.0	557.9	269.1	70.44739296
Norte	Antofagasta	2	Mejillones	2102	rural	2	72	10.0	50.0	45.2	4.8	17.2	67.0	0.0	11.1	3804.0	6.0	0.5	11.5	2.1	0.4	107.0	409.0	1.0	417.0	8.0	89.83156581
Norte	Antofagasta	2	Sierra Gorda	2103	rural	1	19	9.4	47.1	50.0	2.9	13.3	2.0	0.0	3.7	12886.0	2.0	0.1	5.8	0.9	0.5	12.0	0.0	0.0	418.2	3.3	58.42558426
Norte	Antofagasta	2	Taltal	2104	rural	2	62	10.3	43.0	47.0	10.0	11.1	20.0	2.0	10.6	20405.0	11.0	0.7	161.9	2.4	0.5	120.0	772.0	2.0	641.9	7.5	82.62260128
Norte	Antofagasta	2	Calama	2201	urbano	5	740	10.9	40.6	49.3	10.1	9.5	1297.0	10.0	148.8	15597.0	9.0	7.2	60.2	41.4	7.0	1506.0	11507.0	25.0	518.1	105.1	70.44264636
Norte	Antofagasta	2	San Pedro de Atacama	2203	rural	2	59	9.4	55.2	36.0	8.8	11.8	30.0	0.0	9.3	23439.0	6.0	0.5	0.9	1.3	0.1	55.0	168.0	1.0	507.2	70.3	8.393916545
Norte	Antofagasta	2	Tocopilla	2301	rural	3	135	10.6	41.7	51.7	6.6	6.5	100.0	1.0	21.3	4039.0	13.0	1.2	24.3	4.3	0.9	238.0	1723.0	3.0	463.0	14.9	90.37354398
Norte	Antofagasta	2	María Elena	2302	rural	1	13	11.2	34.1	59.6	6.3	12.9	13.0	0.0	3.7	12197.0	7.0	0.2	0.7	1.4	0.2	53.0	311.0	1.0	421.7	2.8	46.84684685
Norte	Atacama	3	Copiapó	3101	urbano	5	657	10.6	41.7	49.5	8.8	9.1	1379.0	5.0	163.9	16681.0	18.0	7.5	129.4	59.3	10.4	1659.0	10884.0	22.0	460.7	116.1	56.59548442
Norte	Atacama	3	Caldera	3102	rural	2	96	10.5	38.5	53.6	7.8	8.6	132.0	0.0	15.2	4667.0	16.0	0.9	3.6	3.4	0.6	193.0	985.0	4.0	451.8	10.8	88.70818703
Norte	Atacama	3	Tierra Amarilla	3103	rural	2	70	9.5	52.0	44.8	3.2	12.3	36.0	1.0	13.9	11191.0	15.0	0.6	5.5	5.3	0.7	142.0	777.0	2.0	360.5	10.0	70.11217949
Norte	Atacama	3	Chañaral	3201	rural	2	66	10.1	45.5	49.9	4.6	6.9	64.0	1.0	12.7	5772.0	22.0	0.9	6.5	5.1	0.9	168.0	753.0	2.0	422.9	8.7	75.99309154
Norte	Atacama	3	Diego de Almagro	3202	rural	2	57	10.5	46.3	45.5	8.2	8.4	20.0	0.0	11.7	18664.0	10.0	0.7	5.5	4.4	1.0	229.0	1319.0	3.0	491.0	8.6	66.27906977
Norte	Atacama	3	Vallenar	3301	rural	4	224	9.7	45.6	49.7	4.8	8.6	188.0	0.0	46.5	7084.0	19.0	3.0	9.1	11.6	1.5	579.0	4035.0	8.0	398.9	32.4	69.15714727
Norte	Atacama	3	Alto Del Carmen	3302	rural	1	22	8.8	61.1	33.2	5.6	10.0	1.0	0.0	4.8	5939.0	6.0	0.4	0.3	0.9	0.1	35.0	149.0	1.0	316.9	3.3	67.15506716
Norte	Atacama	3	Freirina	3303	rural	1	24	9.7	47.7	44.4	8.0	6.2	4.0	0.0	5.9	3578.0	16.0	0.3	0.4	0.7	0.1	61.0	306.0	1.0	376.7	4.1	59.20078934
Norte	Atacama	3	Huasco	3304	rural	1	27	10.2	44.7	47.9	7.3	11.6	22.0	0.0	8.0	1601.0	9.0	0.4	0.9	2.1	0.2	108.0	445.0	1.0	356.1	5.6	47.90631654
Norte	Coquimbo	4	La Serena	4101	urbano	5	1179	11.1	37.3	50.4	12.4	9.0	1265.0	4.0	214.7	1893.0	14.0	10.2	103.1	63.3	8.9	2631.0	16771.0	62.0	420.2	153.5	76.82833851
Norte	Coquimbo	4	Coquimbo	4102	urbano	5	972	10.5	42.4	49.7	7.9	8.8	1391.0	5.0	215.1	1429.0	15.0	9.0	45.9	57.6	7.5	2177.0	12654.0	47.0	346.3	154.4	62.96641791
Norte	Coquimbo	4	Andacollo	4103	rural	1	67	9.1	51.2	43.4	5.4	7.2	32.0	0.0	8.5	310.0	19.0	0.5	19.5	2.5	0.7	94.0	516.0	2.0	366.4	5.8	115.6169111
Norte	Coquimbo	4	La Higuera	4104	rural	1	28	7.8	64.1	34.1	1.8	10.1	9.0	0.0	3.9	4158.0	14.0	0.2	0.4	0.3	0.0	50.0	34.0	2.0	387.1	2.8	100.9009009
Norte	Coquimbo	4	Paihuano	4105	rural	1	25	9.0	52.4	42.9	4.8	6.7	5.0	0.0	4.5	1495.0	6.0	0.4	0.3	0.7	0.1	67.0	162.0	1.0	322.6	3.2	78.76496534
Norte	Coquimbo	4	Vicuña	4106	rural	3	107	9.4	53.8	39.5	6.7	4.6	84.0	0.0	26.6	7610.0	17.0	1.3	6.6	8.1	0.8	280.0	1222.0	3.0	311.2	18.1	59.03448276
Norte	Coquimbo	4	Illapel	4201	rural	4	176	9.9	47.6	45.7	6.7	13.2	109.0	1.0	31.4	2629.0	14.0	1.9	4.1	4.9	0.6	378.0	2401.0	7.0	406.7	21.7	80.94559168
Norte	Coquimbo	4	Canela	4202	rural	1	37	7.3	68.0	29.0	3.0	7.7	6.0	1.0	8.5	2197.0	15.0	0.4	0.4	0.8	0.1	111.0	365.0	1.0	286.3	5.7	65.46355272
Norte	Coquimbo	4	Los Vilos	4203	rural	3	110	9.8	48.5	43.7	7.8	5.1	90.0	2.0	18.9	1861.0	16.0	1.1	3.6	3.1	0.3	193.0	1192.0	2.0	289.5	13.4	82.18154651
Norte	Coquimbo	4	Salamanca	4204	rural	3	134	9.6	48.9	42.8	8.3	8.4	49.0	1.0	25.7	3445.0	18.0	1.8	5.2	6.5	0.7	302.0	1427.0	5.0	327.8	18.6	72.06238236
Norte	Coquimbo	4	Ovalle	4301	rural	5	362	9.7	48.9	45.5	5.7	5.3	636.0	3.0	112.1	3835.0	26.0	6.1	18.0	28.0	2.3	1358.0	8772.0	21.0	313.8	78.4	46.19350228
Norte	Coquimbo	4	Combarbalá	4302	rural	2	46	8.7	55.0	41.2	3.8	8.9	10.0	0.0	12.2	1896.0	20.0	0.6	1.1	2.5	0.2	173.0	702.0	2.0	265.3	8.5	54.27088249
Norte	Coquimbo	4	Monte Patria	4303	rural	4	120	8.5	60.1	35.0	4.9	5.2	46.0	1.0	32.1	4366.0	15.0	1.8	4.9	15.0	0.9	308.0	1283.0	4.0	259.8	21.9	54.82957142
Norte	Coquimbo	4	Punitaqui	4304	rural	2	32	7.8	62.6	35.0	2.4	6.1	7.0	1.0	10.4	1339.0	21.0	0.5	1.1	2.0	0.2	120.0	402.0	2.0	315.7	7.0	45.46100298
Norte	Coquimbo	4	Río Hurtado	4305	rural	1	17	7.2	66.7	30.6	2.8	0.0	1.0	0.0	4.4	2117.0	12.0	0.3	0.2	0.5	0.1	58.0	155.0	2.0	229.0	3.0	56.45964796
Centro	Valparaiso	5	Valparaíso	5101	urbano	5	1332	11.7	30.9	56.0	13.1	10.5	4139.0	15.0	271.0	402.0	21.0	14.1	249.3	116.4	24.0	3363.0	21997.0	69.0	378.1	199.7	66.70873524
Centro	Valparaiso	5	Casablanca	5102	rural	4	160	9.8	48.1	44.8	7.1	2.6	81.0	0.0	29.9	953.0	13.0	1.6	70.7	7.8	1.6	313.0	1321.0	8.0	309.4	21.0	76.27765065
Centro	Valparaiso	5	Concón	5103	urbano	4	207	9.9	47.1	41.4	11.4	11.9	287.0	2.0	59.9	76.0	9.0	2.0	455.2	17.8	4.4	456.0	1883.0	9.0	556.9	43.3	47.78834611
Centro	Valparaiso	5	Puchuncaví	5105	rural	3	109	9.9	46.4	45.9	7.7	13.2	130.0	1.0	16.3	300.0	14.0	1.0	7.1	2.7	0.3	199.0	712.0	2.0	299.6	11.8	92.38854043
Centro	Valparaiso	5	Quintero	5107	urbano	3	152	9.3	48.1	49.6	2.3	3.7	292.0	0.0	25.8	148.0	17.0	1.5	9.4	6.3	0.9	241.0	1546.0	5.0	272.6	17.7	85.73523605
Centro	Valparaiso	5	Viña del Mar	5109	urbano	5	1931	12.0	30.2	51.6	18.2	14.1	3592.0	7.0	290.8	122.0	16.0	19.6	136.5	159.3	24.1	3591.0	18275.0	76.0	492.1	210.7	91.63167011
Centro	Valparaiso	5	Los Andes	5301	rural	4	235	11.6	36.1	49.5	14.4	13.0	406.0	1.0	75.1	1248.0	8.0	4.0	23.9	26.0	2.8	836.0	6223.0	11.0	581.7	53.7	43.76000894
Centro	Valparaiso	5	Calle Larga	5302	rural	2	41	9.7	46.4	45.0	8.6	13.1	39.0	0.0	11.1	322.0	8.0	0.6	1.6	2.4	0.2	170.0	537.0	3.0	398.0	7.9	51.74807522
Centro	Valparaiso	5	Rinconada	5303	rural	1	30	9.5	51.6	42.2	6.3	13.1	39.0	0.0	8.0	123.0	10.0	0.4	2.5	4.8	0.4	80.0	148.0	1.0	369.8	5.8	52.15577191
Centro	Valparaiso	5	San Esteban	5304	rural	3	72	9.9	50.0	42.7	7.3	6.4	52.0	1.0	17.5	1362.0	8.0	1.0	8.4	4.8	0.4	140.0	324.0	1.0	289.5	12.7	56.77337959
Centro	Valparaiso	5	La Ligua	5401	rural	4	183	9.6	48.1	45.8	6.1	18.4	145.0	0.0	38.1	1163.0	15.0	2.8	5.3	6.2	0.6	385.0	2366.0	9.0	280.1	27.2	67.37849779
Centro	Valparaiso	5	Cabildo	5402	rural	3	158	9.6	49.4	46.1	4.5	7.8	81.0	1.0	21.0	1455.0	12.0	1.5	5.3	4.9	0.5	292.0	1521.0	4.0	327.8	14.6	108.5388473
Centro	Valparaiso	5	Papudo	5403	rural	1	31	10.1	42.1	53.7	4.2	2.5	20.0	0.0	5.6	166.0	13.0	0.4	2.0	0.8	0.1	49.0	201.0	1.0	330.4	3.9	79.14220066
Centro	Valparaiso	5	Petorca	5404	rural	2	46	8.7	55.2	42.1	2.7	6.5	9.0	0.0	9.8	1517.0	16.0	0.6	1.0	2.0	0.2	160.0	540.0	3.0	261.6	6.9	67.01631702
Centro	Valparaiso	5	Zapallar	5405	urbano	1	60	9.1	57.8	37.8	4.4	8.7	22.0	0.0	7.2	288.0	10.0	1.0	13.2	2.3	0.3	100.0	415.0	2.0	219.6	5.2	114.6350783
Centro	Valparaiso	5	Quillota	5501	rural	5	364	10.7	39.4	50.8	9.8	7.9	373.0	2.0	88.0	302.0	15.0	5.2	30.3	23.8	2.0	1172.0	6807.0	25.0	329.7	63.4	57.45402888
Centro	Valparaiso	5	Calera	5502	rural	4	180	9.8	48.7	44.6	6.7	10.7	296.0	3.0	54.9	61.0	19.0	3.0	18.0	15.1	1.7	581.0	3432.0	11.0	283.1	38.3	46.93733865
Centro	Valparaiso	5	Hijuelas	5503	rural	3	60	9.0	55.0	36.7	8.3	7.0	44.0	0.0	18.9	267.0	15.0	1.3	8.9	10.1	0.8	177.0	751.0	2.0	327.3	13.2	45.44077552
Centro	Valparaiso	5	La Cruz	5504	rural	3	48	10.8	45.9	42.2	11.9	11.3	25.0	0.0	16.0	78.0	16.0	1.0	3.0	4.0	0.3	119.0	479.0	3.0	491.8	11.2	42.67804748
Centro	Valparaiso	5	Nogales	5506	rural	3	75	9.1	52.2	42.5	5.3	9.1	44.0	0.0	26.1	405.0	17.0	1.2	2.3	4.7	0.4	225.0	1207.0	5.0	336.8	18.0	41.74551931
Centro	Valparaiso	5	San Antonio	5601	urbano	5	503	10.4	40.0	52.7	7.2	16.8	1065.0	6.0	99.1	405.0	19.0	5.1	23.4	18.8	2.2	1119.0	7028.0	33.0	289.2	71.2	70.63118725
Centro	Valparaiso	5	Algarrobo	5602	urbano	2	76	9.6	50.0	37.2	12.8	3.8	79.0	1.0	13.0	176.0	6.0	0.8	2.3	2.1	0.2	131.0	696.0	2.0	312.8	9.1	83.78348583
Centro	Valparaiso	5	Cartagena	5603	urbano	3	98	9.7	46.8	47.3	5.9	15.8	187.0	0.0	24.9	246.0	20.0	1.1	2.1	2.5	0.3	200.0	1135.0	4.0	319.2	17.5	56.12829324
Centro	Valparaiso	5	El Quisco	5604	urbano	2	94	10.9	40.7	47.5	11.9	14.2	100.0	0.0	15.2	51.0	12.0	0.9	1.1	1.3	0.1	115.0	279.0	2.0	461.4	10.4	90.29779059
Centro	Valparaiso	5	El Tabo	5605	urbano	2	69	10.1	45.6	50.6	3.8	3.0	96.0	0.0	11.4	99.0	8.0	0.6	1.8	1.0	0.1	54.0	85.0	1.0	328.6	8.0	86.34714053
Centro	Valparaiso	5	Santo Domingo	5606	rural	2	105	9.2	52.4	41.5	6.1	20.5	21.0	0.0	9.1	536.0	8.0	1.4	31.3	5.0	0.9	117.0	559.0	4.0	354.6	6.5	161.7624403
Centro	Valparaiso	5	San Felipe	5701	rural	4	398	9.6	51.7	41.0	7.3	9.0	543.0	2.0	77.5	186.0	13.0	5.0	20.4	34.7	3.1	1085.0	6871.0	20.0	324.4	54.3	73.29110194
Centro	Valparaiso	5	Catemu	5702	rural	2	57	8.5	62.7	31.4	5.9	7.4	52.0	0.0	13.3	362.0	10.0	0.7	1.2	2.0	0.2	187.0	512.0	3.0	278.8	9.3	61.26397248
Centro	Valparaiso	5	Llaillay	5703	rural	3	121	9.9	40.8	55.3	3.9	11.3	182.0	1.0	23.6	349.0	16.0	1.2	4.0	5.9	0.5	274.0	1394.0	4.0	272.9	16.8	72.21724858
Centro	Valparaiso	5	Panquehue	5704	rural	1	34	9.4	49.1	44.6	6.3	9.4	12.0	0.0	7.5	122.0	12.0	0.5	2.6	5.1	0.4	141.0	329.0	2.0	380.2	5.3	64.23578311
Centro	Valparaiso	5	Putaendo	5705	rural	3	65	10.0	40.8	51.7	7.5	8.3	32.0	0.0	17.2	1474.0	10.0	0.9	1.3	2.9	0.2	219.0	341.0	3.0	312.8	11.9	54.60349462
Centro	Valparaiso	5	Santa María	5706	rural	2	77	9.7	47.0	47.7	5.3	7.4	37.0	0.0	14.6	166.0	9.0	0.8	2.2	5.3	0.3	185.0	716.0	4.0	266.5	10.1	75.91442374
Centro	Valparaiso	5	Quilpué	5801	urbano	5	594	11.7	28.6	55.6	15.8	13.4	1020.0	2.0	161.0	537.0	13.0	6.4	18.6	31.3	2.9	1969.0	10822.0	39.0	456.0	118.3	50.19902137
Centro	Valparaiso	5	Limache	5802	rural	4	197	8.9	56.6	41.0	2.3	6.5	170.0	2.0	45.4	294.0	12.0	2.5	7.3	10.2	0.8	517.0	2598.0	11.0	239.9	32.0	61.5625
Centro	Valparaiso	5	Olmué	5803	rural	3	50	9.6	46.4	42.9	10.7	8.9	19.0	0.0	16.1	232.0	10.0	0.9	2.1	3.6	0.3	170.0	586.0	2.0	324.3	11.3	44.1774165
Centro	Valparaiso	5	Villa Alemana	5804	urbano	5	381	11.7	32.7	50.7	16.6	11.7	702.0	4.0	131.9	97.0	16.0	3.9	8.2	13.5	1.3	1261.0	6560.0	26.0	432.0	95.5	39.90406267
Centro	Ohiggins	6	Rancagua	6101	urbano	5	1040	10.9	40.5	49.4	10.1	14.2	2531.0	18.0	248.0	260.0	12.0	11.2	206.3	113.7	13.4	2687.0	19547.0	49.0	386.3	179.5	57.9293596
Centro	Ohiggins	6	Codegua	6102	rural	2	56	9.3	54.1	40.3	5.7	9.8	48.0	1.0	12.6	287.0	10.0	0.5	2.6	3.5	0.2	111.0	437.0	2.0	276.2	9.0	61.91265893
Centro	Ohiggins	6	Coinco	6103	rural	1	32	8.8	58.7	35.4	5.8	8.6	10.0	1.0	7.2	98.0	9.0	0.4	0.7	0.9	0.1	82.0	235.0	1.0	254.9	5.0	63.50466362
Centro	Ohiggins	6	Coltauco	6104	rural	3	71	9.0	54.3	39.3	6.4	1.6	34.0	1.0	17.5	225.0	14.0	1.0	4.7	14.9	0.8	222.0	1117.0	3.0	319.0	12.5	56.82272909
Centro	Ohiggins	6	Doñihue	6105	rural	3	73	9.4	48.3	47.2	4.5	9.0	39.0	1.0	20.2	78.0	15.0	0.9	5.5	6.7	0.9	228.0	774.0	2.0	280.6	14.4	50.56802438
Centro	Ohiggins	6	Graneros	6106	rural	4	126	9.3	53.3	43.0	3.6	7.2	152.0	2.0	30.7	113.0	13.0	1.3	7.9	12.0	0.7	371.0	2532.0	6.0	271.6	22.3	56.54534847
Centro	Ohiggins	6	Las Cabras	6107	rural	3	125	9.2	51.0	45.9	3.1	13.2	32.0	1.0	23.6	749.0	9.0	1.6	10.9	9.7	0.5	210.0	936.0	2.0	305.9	16.9	73.95574488
Centro	Ohiggins	6	Machalí	6108	rural	4	167	10.6	47.5	38.0	14.4	6.7	110.0	0.0	35.4	2586.0	18.0	1.5	3.4	6.5	0.6	537.0	2046.0	10.0	526.1	24.7	67.49110896
Centro	Ohiggins	6	Malloa	6109	rural	2	71	9.2	56.2	40.7	3.0	5.6	29.0	0.0	13.8	113.0	11.0	0.8	2.4	6.7	0.3	126.0	234.0	2.0	261.3	9.9	71.76066303
Centro	Ohiggins	6	Mostazal	6110	rural	3	99	9.6	51.7	41.6	6.7	3.2	109.0	0.0	26.7	524.0	12.0	1.0	19.2	17.0	1.4	214.0	651.0	4.0	354.1	19.0	52.21518987
Centro	Ohiggins	6	Olivar	6111	rural	2	62	9.4	52.2	41.3	6.5	8.0	36.0	0.0	14.0	45.0	13.0	0.8	5.7	8.5	0.7	132.0	482.0	2.0	327.1	9.7	63.69426752
Centro	Ohiggins	6	Peumo	6112	rural	3	73	9.0	53.6	42.9	3.6	10.0	19.0	0.0	15.4	153.0	15.0	0.9	2.5	4.1	0.3	142.0	582.0	2.0	297.5	11.1	65.93208092
Centro	Ohiggins	6	Pichidegua	6113	rural	3	122	8.2	61.4	33.2	5.4	4.6	14.0	0.0	19.2	320.0	12.0	1.4	6.9	5.2	0.5	159.0	561.0	1.0	285.5	13.9	87.88992148
Centro	Ohiggins	6	Quinta de Tilcoco	6114	rural	2	56	9.1	56.3	40.2	3.4	5.3	12.0	1.0	12.1	93.0	9.0	0.9	1.8	2.9	0.2	144.0	657.0	2.0	252.4	8.9	63.21255221
Centro	Ohiggins	6	Rengo	6115	rural	4	220	9.9	46.6	43.4	10.0	8.7	245.0	2.0	60.9	592.0	12.0	2.7	11.2	20.8	1.3	718.0	3864.0	11.0	362.7	43.3	50.83179298
Centro	Ohiggins	6	Requinoa	6116	rural	3	123	9.4	50.7	42.8	6.5	13.3	71.0	1.0	26.0	673.0	10.0	1.4	11.2	12.5	0.9	234.0	1262.0	3.0	280.3	18.6	66.01545728
Centro	Ohiggins	6	San Vicente	6117	rural	4	251	10.0	47.3	45.6	7.1	12.7	95.0	0.0	47.2	476.0	7.0	3.5	5.8	11.1	0.8	526.0	3176.0	8.0	281.3	33.4	75.04409962
Centro	Ohiggins	6	Pichilemu	6201	rural	2	111	8.9	57.1	36.1	6.8	10.8	39.0	1.0	14.9	749.0	18.0	1.2	1.4	1.6	0.2	160.0	804.0	3.0	250.0	10.9	101.9939355
Centro	Ohiggins	6	La Estrella	6202	rural	1	13	10.5	29.0	66.1	4.8	3.3	2.0	0.0	4.8	435.0	16.0	0.2	0.6	0.4	0.1	23.0	0.0	0.0	331.8	3.6	35.77325261
Centro	Ohiggins	6	Litueche	6203	rural	1	38	9.2	48.9	46.0	5.2	8.0	5.0	1.0	5.6	619.0	16.0	0.3	0.6	0.7	0.1	82.0	255.0	1.0	263.5	4.0	96.15384615
Centro	Ohiggins	6	Marchihue	6204	rural	1	47	9.2	51.7	41.6	6.7	2.4	7.0	0.0	7.8	660.0	8.0	0.5	1.1	2.7	0.1	76.0	247.0	1.0	389.7	5.6	83.52585747
Centro	Ohiggins	6	Navidad	6205	rural	1	21	8.3	60.8	34.3	4.9	7.8	3.0	1.0	5.5	300.0	10.0	0.3	0.3	0.6	0.1	74.0	230.0	1.0	341.0	3.8	55.20504732
Centro	Ohiggins	6	Paredones	6206	rural	1	25	7.9	69.6	25.7	4.7	9.6	2.0	0.0	6.8	562.0	17.0	0.4	0.4	1.7	0.1	66.0	155.0	1.0	323.3	4.9	51.37690095
Centro	Ohiggins	6	San Fernando	6301	rural	4	449	10.7	42.9	46.9	10.1	19.9	545.0	3.0	73.2	2441.0	14.0	4.9	34.0	32.5	2.7	1086.0	7697.0	23.0	335.2	52.5	85.54825188
Centro	Ohiggins	6	Chépica	6302	rural	2	86	8.1	61.5	36.3	2.2	2.6	9.0	0.0	13.8	503.0	16.0	1.1	1.5	3.1	0.2	154.0	525.0	1.0	268.4	10.1	85.47008547
Centro	Ohiggins	6	Chimbarongo	6303	rural	4	205	9.1	54.2	40.8	5.1	7.1	109.0	1.0	34.6	498.0	18.0	2.6	5.2	12.1	0.7	426.0	2110.0	8.0	262.8	24.9	82.35246857
Centro	Ohiggins	6	Lolol	6304	rural	1	34	8.9	59.0	33.2	7.8	8.8	1.0	2.0	6.6	597.0	17.0	0.4	0.7	1.8	0.1	69.0	373.0	1.0	288.4	4.7	72.14088691
Centro	Ohiggins	6	Nancagua	6305	rural	3	76	9.4	50.3	41.7	8.0	3.7	36.0	1.0	17.3	111.0	14.0	1.2	2.5	6.8	0.4	178.0	678.0	2.0	288.1	12.3	61.59332199
Centro	Ohiggins	6	Palmilla	6306	rural	2	49	8.7	52.1	43.8	4.2	11.7	2.0	0.0	11.7	237.0	9.0	1.0	4.1	3.8	0.2	92.0	264.0	2.0	285.4	8.6	56.67360629
Centro	Ohiggins	6	Peralillo	6307	rural	2	62	8.8	60.7	34.9	4.4	11.9	10.0	0.0	10.5	283.0	20.0	0.8	2.7	3.6	0.3	100.0	401.0	1.0	219.8	7.6	81.71872941
Centro	Ohiggins	6	Placilla	6308	rural	1	77	8.7	60.6	36.3	3.2	10.3	7.0	0.0	8.5	147.0	16.0	0.7	1.4	6.3	0.3	90.0	63.0	1.0	218.4	6.1	125.5503016
Centro	Ohiggins	6	Pumanque	6309	rural	1	13	8.0	59.7	37.5	2.8	2.9	2.0	1.0	3.1	441.0	11.0	0.2	0.2	0.2	0.0	19.0	0.0	0.0	273.2	2.2	57.93226381
Centro	Ohiggins	6	Santa Cruz	6310	rural	4	246	9.9	50.2	39.1	10.7	5.5	90.0	0.0	36.7	420.0	15.0	3.0	9.6	12.8	1.1	557.0	3946.0	8.0	386.6	26.0	94.60810707
Sur	Maule	7	Talca	7101	urbano	5	1211	10.2	43.8	47.1	9.0	10.9	1133.0	7.0	246.3	232.0	19.0	13.4	67.5	76.0	10.1	2589.0	19402.0	44.0	348.4	178.0	68.04938216
Sur	Maule	7	Constitución	7102	rural	4	224	9.3	52.5	41.5	6.0	9.4	59.0	2.0	54.4	1344.0	19.0	2.6	49.6	14.0	1.7	437.0	3000.0	9.0	354.6	38.4	58.32118309
Sur	Maule	7	Curepto	7103	rural	2	32	8.4	60.2	37.2	2.6	11.0	1.0	0.0	9.5	1074.0	13.0	0.4	0.5	0.7	0.1	103.0	304.0	1.0	260.5	6.7	47.70423375
Sur	Maule	7	Empedrado	7104	rural	1	14	7.7	64.7	33.7	1.6	6.6	1.0	0.0	4.0	565.0	34.0	0.2	0.5	0.4	0.0	13.0	174.0	1.0	211.5	2.7	51.15089514
Sur	Maule	7	Maule	7105	rural	3	159	8.6	59.8	38.7	1.5	5.0	68.0	0.0	21.5	238.0	19.0	1.6	4.9	4.9	0.4	207.0	729.0	3.0	270.7	15.3	103.9623382
Sur	Maule	7	Pelarco	7106	rural	1	49	8.0	58.5	38.9	2.6	10.4	12.0	0.0	7.0	332.0	22.0	0.6	1.0	1.1	0.1	85.0	182.0	1.0	237.2	5.1	96.99129058
Sur	Maule	7	Pencahue	7107	rural	2	40	7.7	64.6	35.4	0.0	7.5	8.0	0.0	9.1	957.0	7.0	0.5	1.2	2.6	0.2	50.0	135.0	1.0	280.3	6.5	61.51953245
Sur	Maule	7	Río Claro	7108	rural	2	64	7.8	61.6	35.1	3.3	4.4	13.0	1.0	13.0	431.0	18.0	0.8	0.8	2.1	0.2	109.0	181.0	1.0	262.9	9.3	68.50781417
Sur	Maule	7	San Clemente	7109	rural	4	164	7.7	67.6	29.9	2.5	8.0	31.0	2.0	39.1	4504.0	16.0	2.3	3.9	6.8	0.6	368.0	679.0	2.0	237.0	27.4	59.82781264
Sur	Maule	7	San Rafael	7110	rural	1	33	8.1	64.8	33.8	1.4	3.5	16.0	0.0	8.4	264.0	27.0	0.5	1.7	1.7	0.2	71.0	0.0	0.0	245.2	5.9	55.84701303
Sur	Maule	7	Cauquenes	7201	rural	4	190	8.5	56.9	36.3	6.8	3.1	63.0	3.0	42.9	2126.0	29.0	2.8	4.1	7.4	0.6	492.0	3292.0	9.0	222.0	29.9	63.46237349
Sur	Maule	7	Chanco	7202	rural	2	46	7.5	71.6	25.1	3.3	5.0	2.0	0.0	9.6	530.0	21.0	0.4	0.6	0.8	0.1	99.0	344.0	1.0	222.7	6.7	68.62598836
Sur	Maule	7	Pelluhue	7203	rural	1	66	7.7	69.6	28.1	2.3	4.4	3.0	0.0	7.8	371.0	28.0	0.5	0.6	0.9	0.1	83.0	223.0	1.0	249.1	5.7	116.6902405
Sur	Maule	7	Curicó	7301	rural	5	943	10.1	46.2	44.5	9.3	6.6	797.0	6.0	141.0	1328.0	22.0	9.9	45.3	78.3	5.0	1727.0	11670.0	34.0	361.0	103.1	91.50187273
Sur	Maule	7	Hualañé	7302	rural	2	52	8.1	63.2	34.6	2.3	7.9	4.0	0.0	10.3	629.0	32.0	0.7	1.0	1.5	0.1	105.0	505.0	1.0	247.7	7.5	69.65840589
Sur	Maule	7	Licantén	7303	rural	1	40	7.6	67.0	30.2	2.8	9.9	8.0	1.0	7.6	273.0	16.0	0.5	0.6	1.0	0.1	74.0	304.0	2.0	255.9	5.5	72.54261879
Sur	Maule	7	Molina	7304	rural	4	215	8.4	57.6	37.3	5.1	8.5	149.0	0.0	42.6	1552.0	24.0	2.3	7.2	15.0	1.0	436.0	2277.0	7.0	275.9	31.0	69.41977979
