SIC	YEAR	EMP	PAY	PRODE	PRODH	PRODW	VSHIP	MATCOST	VADD	INVEST	INVENT	ENERGY	CAP	EQUIP	PLANT	PISHIP	PIMAT	PIINV	PIEN	DTFP5	TFP5	DTFP4	TFP4
2011	58	200.9	1067.8	150.8	309.1	767.7	11950.7	10230.1	1748.6	65.9	408.1	47.9	3575.5	1690.8	1884.7	0.403	0.343	0.246	0.213	0	0.84317	0	0.84304
2011	59	197.2	1101	149.7	312.5	796.9	11788.4	9939.1	1833.2	67.4	370.1	49.4	3717.8	1750.7	1967.1	0.372	0.321	0.249	0.211	0.0329	0.87137	0.0329	0.87123
2011	60	194.2	1138.6	147.8	312.7	826.2	11806.2	9890.8	1910.7	77.2	381.6	50.9	3883.3	1827.4	2055.9	0.36	0.326	0.252	0.218	0.04917	0.91529	0.04914	0.91511
2011	61	189.3	1143.2	143.4	302.8	827.4	11916.8	10047.3	1889.2	75.4	395.3	52.4	4023.8	1892.9	2130.9	0.357	0.318	0.252	0.213	-0.01608	0.90069	-0.01611	0.90049
2011	62	185.6	1161.1	141.7	298	844.6	12468.3	10508.8	1986.1	90.8	411.1	53.9	4211.6	1961.8	2249.8	0.368	0.328	0.255	0.216	0.00254	0.90298	0.00254	0.90278
2011	63	180.9	1146.4	138.4	289.2	846.3	12412.6	10507.3	1909	80.2	407.8	58.8	4422.2	2062.7	2359.5	0.343	0.316	0.26	0.216	0.03441	0.9346	0.0343	0.93428
2011	64	182.7	1226.1	138.6	310	901.9	12950.8	10835.9	2128.1	94.8	415.9	61.5	4554.8	2122.6	2432.2	0.335	0.307	0.264	0.213	0.0082	0.94229	0.0082	0.94197
2011	65	179.8	1210.1	136.9	285.8	882.4	13882.5	11852.1	2057.2	101.4	435.6	64.2	4812.1	2246.4	2565.7	0.375	0.345	0.269	0.211	-0.01768	0.92578	-0.01788	0.92528
2011	66	173.4	1207.1	132	278.1	879.7	15011.8	13015.1	2022.5	104.2	451.2	67	4960.5	2341.3	2619.2	0.407	0.38	0.278	0.212	-0.00017	0.92562	-0.0003	0.925
2011	67	170.6	1258.7	130.9	274.3	920.8	15553.7	13329.5	2222.9	109.4	478	69.8	5168.8	2425.9	2742.9	0.386	0.363	0.289	0.205	0.02779	0.95171	0.02777	0.95105
2011	68	168.5	1317.4	129.2	271.6	992.1	16260.9	13845.7	2445.8	109.4	512.3	72.7	5267.5	2471.8	2795.7	0.393	0.378	0.303	0.204	0.02838	0.97911	0.02821	0.97826
2011	69	166.8	1380.4	128.6	267.6	1016	17940.2	15510.2	2451.6	135.6	524.2	75.7	5516.4	2568.7	2947.7	0.438	0.417	0.318	0.206	-0.02468	0.95523	-0.02475	0.95435
2011	70	163.6	1451.6	126.3	266.5	1076.3	18408.1	15711.1	2668.7	154.4	460.9	78.7	5759.5	2670.5	3089	0.445	0.415	0.336	0.215	-0.00738	0.94821	-0.00729	0.94741
2011	71	160.9	1503.3	124.7	260.6	1120.9	18802.4	15785.4	3046	162.4	494.4	81.8	5943.4	2761.8	3181.6	0.449	0.416	0.357	0.229	0.0979	0.95754	0.09891	0.95683
2011	72	157.5	1532.1	123.4	254.4	1148.4	23003.4	20120.1	2968.1	167.7	555.9	75.5	6165.4	2870.2	3295.2	0.506	0.487	0.373	0.245	0.00832	0.96554	0.00912	0.96559
2011	73	149.4	1534.7	116.1	240.1	1147	27311.5	24073.3	3954.7	182.2	681.7	79.8	6344.7	2975.2	3369.5	0.646	0.637	0.388	0.264	0.0072	0.97252	0.00694	0.97232
2011	74	159.2	1768.9	124.8	260.7	1341.4	28834.6	25090.7	3680.6	216	662.3	111.6	6619.3	3146.3	3473	0.637	0.589	0.432	0.341	-0.04359	0.93103	-0.04345	0.93098
2011	75	160.1	1918.4	126.1	257.1	1468	31341.8	27225.6	4190.6	248.4	741.8	143.6	6798.6	3275.8	3522.8	0.742	0.653	0.496	0.445	-0.05153	0.88427	-0.05155	0.8842
2011	76	156.7	2085.2	124.1	257	1608.6	32392.6	27977	4350.7	210.6	676.8	152.9	6981.9	3384.8	3597.1	0.667	0.608	0.528	0.517	0.05257	0.932	0.05285	0.93218
2011	77	146.2	2110.6	116.5	237.2	1625.9	31208.2	27239.1	4010.1	236.7	700.1	171.5	7147.4	3506	3641.4	0.678	0.611	0.573	0.595	-0.02217	0.91156	-0.02218	0.91174
2011	78	147.3	2244.1	119.5	243.3	1747.6	38198.7	33963.5	4411.1	230.9	892.5	193.7	7224.3	3546.7	3677.6	0.83	0.808	0.621	0.673	0.05081	0.95907	0.05077	0.95923
2011	79	146.5	2419.6	117.5	241.3	1887.4	43191.3	38073.1	5156.1	234.8	964.6	225	7225.5	3550.9	3674.6	0.938	0.967	0.681	0.755	0.05838	101673	0.05825	101676
2011	80	142.9	2553	114.9	238.8	1984.4	42962	37762.5	5260.4	299.7	996.5	261.1	7266.5	3586.8	3679.7	0.926	0.927	0.754	0.901	-0.02191	0.99469	-0.02186	0.99478
2011	81	135.3	2585.7	108.4	225.1	2014.5	44570	39235.8	5292.3	330.3	908.8	280.2	7315.7	3611.2	3704.5	0.928	0.912	0.827	0.996	-0.01061	0.9842	-0.01062	0.98427
2011	82	134.9	2549.3	108.9	220.2	1995.9	44853.6	39048.6	5824.6	290	891.6	321.7	7337.9	3641.7	3696.2	0.958	0.952	0.869	1.09	0.01743	100151	0.0175	100165
2011	83	126.4	2401.2	102.4	213.8	1838	42774.6	37507.7	5327.1	278	940.8	346	7248.5	3587.7	3660.8	0.925	0.9	0.89	1134	-0.02316	0.97858	-0.02314	0.97874
2011	84	124.9	2327.8	102	211.2	1765.5	44277.7	38738.3	5527.9	273.4	932.3	347.2	7190.7	3562.3	3628.4	0.964	0.921	0.904	1148	-0.01313	0.96581	-0.01316	0.96594
2011	85	122.2	2252.9	98.7	201.4	1708.1	42553.5	36637.2	5859.4	249.9	856	326	7175.9	3543.3	3632.6	0.907	0.865	0.917	1134	0.01702	0.98238	0.01692	0.98242
2011	86	119	2211	96	200.4	1661.5	42384.5	36680.2	5692.8	258.9	830.9	293.4	7125.1	3523	3602.1	0.924	0.894	0.959	1048	0.00597	0.98827	0.00598	0.98831
2011	87	113.9	2162.4	93.9	197.6	1634.7	45536.6	40302.9	5266.9	246.1	832.2	253.1	7012.7	3459.9	3552.8	1	1	1	1	0.0118	1	0.01176	1
2011	88	117.8	2226.5	97.8	205.4	1703.8	47333.2	41700.6	5700.1	272	931.1	276.5	6956.4	3438.4	3518	1023	1014	1043	0.985	-0.00269	0.99731	-0.0027	0.9973
2011	89	117.5	2225.7	98.4	209	1706.2	46542	41122.4	5457	365.8	929	253.7	6910.1	3420.5	3489.6	1089	1045	1076	1027	-0.04015	0.95806	-0.04014	0.95806
2011	90	118.4	2256.4	100.1	210.9	1742.9	51069.2	44462.7	6666.5	393.7	995.2	270.9	6955.9	3457.8	3498.1	1199	1158	1117	1065	0.0178	0.97526	0.01778	0.97525
2011	91	120.8	2374.6	103.3	220.4	1833.6	49326.2	43311.9	5957.6	423	949.2	257.1	7012	3513.2	3498.8	1145	1117	1149	1091	0.001	0.97624	0.00103	0.97625
2011	92	122.4	2452.8	105.5	228.5	1956.6	50434.4	43586.4	6928	343.2	1054.3	251.5	7081.6	3566.7	3514.9	1086	1.06	1.17	1094	0.02219	0.99814	0.02219	0.99816
2011	93	124.4	2541.6	107.3	232	2003.7	53240.3	45735.8	7634.2	289.8	1182.7	263.9	7061.7	3588.6	3473.1	1131	1101	1192	1118	0.00432	100246	0.00432	100248
2011	94	119.5	2597.1	102.2	228	2082.7	50443.7	42045.7	8350	328.6	1104	264.7	6991	3558.1	3432.9	1067	1	1222	1093	-0.00433	0.99813	-0.00433	0.99815
2011	95	125.8	2898.1	107.9	243.1	2322.4	51314.4	42456.7	8909.4	440.9	1178.6	263.4	6945.9	3539.6	3406.3	1049	0.96	1261	1073	-0.01023	0.98798	-0.01024	0.98798
2011	96	130	2990.7	110.7	250.8	2332.8	51088.6	42762.6	8278.4	590	1125.9	280.8	6992.1	3582.4	3409.7	1097	0.975	1.28	1174	-0.04527	0.94425	-0.04528	0.94424
2011	97	0	0	0	0	0	0	0	0	0	0	0	7158.2	3697.6	3460.6	1123	1031	0	0	0	0	0	
2013	58	48.7	237.9	36.6	74.3	162.7	2088.1	1657.2	442.8	17.2	115.3	11.3	939.2	438.5	500.7	0.374	0.366	0.246	0.243	0	0.86424	0	0.86439
2013	59	49.6	248.8	38.3	76.8	169.9	2027.4	1560.2	462.2	14.1	107.1	11.1	976.4	454.3	522.1	0.346	0.346	0.249	0.24	0.04753	0.90631	0.04754	0.90647
2013	60	48.5	255.6	38.4	77	174.7	2030	1561	462.6	20.1	103.8	10.8	1005.4	466.6	538.8	0.339	0.339	0.252	0.249	0.0065	0.91223	0.00669	0.91256
2013	61	46.6	258.1	36.5	73.2	172.1	2070.1	1601.9	459.4	17.4	94.8	10.6	1042.4	484.2	558.2	0.346	0.337	0.252	0.242	-0.02489	0.8898	-0.02484	0.89017
2013	62	47	269	36.6	73.5	180.8	2156.8	1659.7	493.6	19.4	99.4	10.3	1082.9	497.3	585.6	0.342	0.345	0.255	0.247	0.03779	0.92407	0.03791	0.92456
2013	63	48.6	289.9	36.4	76.1	195.9	2153.2	1592.3	562.7	21.4	96.9	12.4	1121.5	515.3	606.2	0.321	0.327	0.26	0.247	0.03903	0.96086	0.03871	0.96105
2013	64	50.9	314.9	38	81.6	213.6	2319.1	1722.6	596.7	29.7	101.8	13.6	1159.5	533.4	626.1	0.317	0.323	0.264	0.244	0.00643	0.96705	0.0064	0.96722
2013	65	49	308.2	36.6	75.4	205.8	2349.8	1749.1	606.5	51.2	110	14.7	1246.5	578.2	668.3	0.368	0.353	0.269	0.241	-0.08102	0.89179	-0.08141	0.8916
2013	66	48.4	316.9	35.6	74.7	208.9	2531.4	1918.8	623.4	33.2	119.7	16	1378	658	720	0.412	0.378	0.278	0.242	-0.06915	0.83221	-0.06933	0.83188
2013	67	54.3	378.3	40.2	83.6	250.8	3030.3	2286	740.1	30.4	129.3	17.2	1450.5	691.3	759.2	0.382	0.365	0.289	0.233	0.07678	0.89863	0.07712	0.89857
2013	68	51.8	385.5	38.7	80.5	259.5	3121.8	2351	771.5	36.8	127.4	18.5	1476.9	702.9	774	0.388	0.372	0.303	0.23	0.01158	0.9091	0.01131	0.90879
2013	69	51.8	406.1	38.5	80.1	270.7	3395.8	2587.2	819.2	62.1	146.3	19.8	1566.3	742.3	824	0.443	0.409	0.318	0.231	-0.05618	0.85943	-0.05644	0.85892
2013	70	55	435.8	40.5	82.8	292.5	3595.7	2678.4	919.6	73.9	159.9	21.2	1709.5	811.9	897.6	0.453	0.418	0.336	0.24	0.0081	0.86642	0.00802	0.86584
2013	71	56.2	482.7	42	85.2	330.5	3787.3	2758.2	1041.5	62.8	178.1	22.6	1847.6	885.4	962.2	0.423	0.422	0.357	0.255	0.09338	0.95122	0.09345	0.95065
2013	72	58.1	542.2	43.5	88.2	372.2	4632.4	3556	1099.9	74	221.7	31.1	1950	938.7	1011.3	0.485	0.467	0.373	0.272	-0.06011	0.89572	-0.06056	0.89478
2013	73	55.6	540.9	41.4	83.5	363.8	5349.4	4245.1	1131.1	54.5	269.2	28.8	2062.2	1004.9	1057.3	0.645	0.566	0.388	0.291	-0.13117	0.78561	-0.13052	0.7853
2013	74	56.7	608.8	42.7	85.8	415.3	5842.4	4466.5	1069.2	90.8	310.1	36.5	2138.1	1050.6	1087.5	0.621	0.59	0.432	0.372	0.11305	0.87964	0.11313	0.87936
2013	75	56.1	667.8	42.3	84.5	449	6582.2	5024.7	1538.8	96.4	327.2	47.3	2243.9	1122.8	1121.1	0.736	0.683	0.496	0.445	-0.0333	0.85083	-0.03371	0.85021
2013	76	57.6	729.5	43.4	86.1	492.6	7098.7	5413.6	1688.7	110.1	332.7	55.6	2331.6	1175.8	1155.8	0.699	0.644	0.528	0.496	0.01772	0.86604	0.01797	0.86562
2013	77	65	891.9	50.1	100.4	626.6	8465.4	6445.2	2039	151.6	406.4	70.9	2462	1263.5	1198.5	0.681	0.662	0.573	0.596	0.07025	0.92907	0.0704	0.92876
2013	78	62.3	918.4	48.6	97.7	652.7	9577.7	7447.6	2201.6	150	508.2	76.1	2608.4	1359.5	1248.9	0.823	0.781	0.621	0.677	-0.0531	0.88102	-0.05306	0.88076
2013	79	62	957	46.6	92.9	672.1	9830.1	7454.9	2364.8	136.5	502.5	81.7	2713.6	1428.7	1284.9	0.86	0.875	0.681	0.772	0.06339	0.93868	0.06333	0.93835
2013	80	64.2	1064.1	48.8	95	753.2	10505.5	7895.3	2643.1	159	569.3	99.9	2797	1486.7	1310.3	0.864	0.892	0.754	0.92	0.02702	0.9644	0.02703	0.96406
2013	81	62.4	1113.5	47.6	93.8	786	10886.5	8176.3	2692.1	163.4	548.5	115.9	2868.8	1530.1	1338.7	0.927	0.916	0.827	0.995	-0.04274	0.92404	-0.04271	0.92375
2013	82	65.5	1206.2	49.8	98.1	851.7	12277.5	9379.1	2900.9	175.5	632.9	151.1	2915	1562.4	1352.6	1003	0.943	0.869	1.07	-0.04779	0.88092	-0.04769	0.88073
2013	83	65.7	1231.9	50.1	100.3	852.6	12365.7	9323.5	3072.6	157.5	642.3	143.1	2943.3	1582.6	1360.7	0.947	0.923	0.89	1108	0.05032	0.92638	0.05014	0.92601
2013	84	62.9	1185.1	48.3	95.5	816.6	12360.8	9003.2	3379.4	173.2	665.3	157.3	2964.9	1600.4	1364.5	0.946	0.96	0.904	1133	0.05955	0.98322	0.05984	0.98311
2013	85	64.6	1237.2	49.4	98.3	851.4	12405.7	8737.3	3705.1	210.6	685.7	162.1	3019	1634	1385	0.929	0.926	0.917	1126	0.0108	0.9939	0.01087	0.99386
2013	86	68.5	1327.1	52.5	104.5	908	13354.2	9524.1	3844.5	232.4	723.7	166.4	3108.4	1697.6	1410.8	0.963	0.936	0.959	1043	-0.02719	0.96724	-0.02714	0.96724
2013	87	78.7	1612.2	59.5	121.1	1074.9	16553.3	12085.9	4457	252.5	841.4	188.2	3177.4	1749.5	1427.9	1	1	1	1	0.03331	1	0.03331	1
2013	88	81.5	1692.2	61.9	127	1128.5	17257.8	12464.8	4824.1	261.2	953.7	195.7	3287.4	1835.5	1451.9	0.956	1027	1044	0.986	0.07385	107665	0.07384	107664
2013	89	81.3	1747.5	61.5	126.2	1123.9	17515.5	12553	5040.2	304.5	1007.5	204.9	3386.1	1913.1	1473	0.969	1.08	1076	1.03	0.02716	110629	0.02714	110625
2013	90	81.7	1839.7	61.2	129.4	1177	18779.7	13485.1	5315.7	363.9	996.9	209.1	3518.1	2014.5	1503.6	1075	1168	1118	1.07	-0.03917	10638	-0.03916	106377
2013	91	79.6	1833.4	59	126	1172.6	18361.3	13270.5	5045.6	326.3	933.1	207.2	3686.5	2130.1	1556.4	1075	1132	1149	1099	-0.0405	102158	-0.04047	102159
2013	92	85.5	2026.3	65.7	139.9	1353.3	19972.4	14455	5491.3	379.7	1058.1	232.8	3805.8	2189.8	1616	1026	1086	1169	1104	0.0278	105038	0.02781	105039
2013	93	84.2	2005.6	65.4	139.6	1363.5	20700.7	15225.3	5511.7	413.2	1115.3	238.5	3954.6	2301.2	1653.4	1046	1123	1191	1129	-0.00167	104862	-0.00167	104863
2013	94	84.8	2059.4	67	142.6	1411.9	20257.1	14441.3	5835.7	370.5	1104.3	226.1	4117.2	2422.3	1694.9	1033	1079	1221	1104	-0.00665	104168	-0.00665	104169
2013	95	88.6	2194.9	70.1	146.6	1499.3	20710.8	14516.6	6234.6	420.6	1203.4	235	4225.9	2501.7	1724.2	1014	1073	1259	1087	0.02493	106797	0.02493	106799
2013	96	88.1	2174.8	69.5	143.5	1468.3	20854.2	14925.1	5954.2	545.2	1223.4	250	4365.1	2586.5	1778.6	1066	1113	1279	1186	-0.04154	102452	-0.04155	102452
2013	97	0	0	0	0	0	0	0	0	0	0	0	4597.7	2737.7	1860	1094	1134	0	0	0	0	0	
2015	58	62.4	160.8	56.1	104.2	132	1888.2	1582.9	310.6	28.1	77.1	9.4	1520	717.5	802.5	0.648	0.396	0.246	0.257	0	0.51343	0	0.51506
2015	59	66.3	171.7	61.1	111	140.9	1897.9	1564.7	331.4	24.5	71.4	10.2	1580.9	743.3	837.6	0.599	0.374	0.249	0.254	0.04126	0.53506	0.04114	0.53669
2015	60	67.8	178.1	62.7	112.4	147.3	2053.8	1699.2	369.1	23	82.6	11.1	1634.4	766.6	867.8	0.626	0.381	0.252	0.263	-0.02143	0.52372	-0.02139	0.52533
2015	61	71.1	194	65.5	122	160.4	2084	1706.7	366.8	19.2	77.3	11.9	1655.8	772.4	883.4	0.558	0.368	0.252	0.255	0.08886	0.57239	0.08871	0.57407
2015	62	66.9	190.2	61.9	115.2	156.7	2078.2	1710.6	374.4	19.3	77.5	12.8	1686.4	772.9	913.5	0.569	0.379	0.255	0.26	0.00483	0.57516	0.00461	0.57672
2015	63	70.1	204.4	63.8	120.2	169.9	2240.9	1840.8	410.9	34.3	93.3	12.7	1703	778.1	924.9	0.566	0.368	0.26	0.261	-0.01187	0.56837	-0.01158	0.57008
2015	64	71.3	218.8	64.8	123.6	181.5	2329.5	1908.8	422.2	21.3	95.8	14.2	1767.7	810	957.7	0.555	0.36	0.264	0.258	0.00489	0.57115	0.00473	0.57278
2015	65	72.2	232	65.5	127.4	191.9	2490.2	2024.3	465.8	31.9	93.4	15.6	1809.6	822.8	986.8	0.573	0.397	0.269	0.254	0.06218	0.6078	0.06174	0.60926
2015	66	75.2	263.2	68.2	134.1	217	2754.1	2209.9	559.3	43.6	109.9	17.1	1842.4	845.9	996.5	0.627	0.435	0.278	0.256	0.00752	0.61238	0.00717	0.61364
2015	67	85.2	317.1	77.7	149.9	263.5	2936.1	2358.5	588	57.2	135.6	18.6	1939.1	891	1048.1	0.542	0.415	0.289	0.246	0.10422	0.67965	0.10416	0.68101
2015	68	87.6	343.4	79.4	152	283.7	3071.4	2413.7	656.9	37.9	139.4	20.2	2032.9	941.5	1091.4	0.568	0.433	0.303	0.242	0.00666	0.68419	0.00609	0.68517
2015	69	91.9	387.9	83.5	162.4	321.6	3466.7	2642.7	825.3	51.7	160.9	21.9	2115.5	970.5	1145	0.622	0.474	0.318	0.244	0.01939	0.69759	0.01898	0.6983
2015	70	92.9	425.4	84.4	165.6	355.2	3456.9	2632.4	850.4	60.3	145.7	23.6	2208.2	1009.8	1198.4	0.611	0.474	0.336	0.252	0.01096	0.70527	0.01067	0.7058
2015	71	90.1	391.9	81.5	154.3	349.3	3488.8	2625.2	890.5	62.8	181.3	25.3	2282.4	1047.6	1234.8	0.597	0.476	0.357	0.267	0.04057	0.73448	0.04046	0.73494
2015	72	92.2	469.3	83.7	164	392.8	3842.2	2946.6	892.9	57.9	173.7	30.6	2369.6	1090.8	1278.8	0.609	0.547	0.373	0.282	0.08493	0.79958	0.08387	0.79924
2015	73	96.1	519.5	87.3	167.8	431.4	5280.7	4069.3	1255	67.3	239.9	37	2421.1	1121	1300.1	0.944	0.827	0.388	0.3	-0.05384	0.75767	-0.05604	0.75568
2015	74	96	567.1	85.7	164.5	453.2	5358.3	4130.6	1237.1	87.1	251.5	44.4	2520.7	1183.2	1337.5	0.842	0.801	0.432	0.382	0.08517	0.82503	0.08633	0.82382
2015	75	92.1	574.5	81.6	152.4	453.5	5892.7	4427	1439.5	77.5	217.7	54.2	2600.7	1241	1359.7	0.959	0.884	0.496	0.472	-0.01112	0.81591	-0.01127	0.81459
2015	76	97	658.9	85.3	159.9	519.4	6335.7	4861.4	1491.2	103.3	246.6	65.3	2635.8	1259.2	1376.6	0.896	0.887	0.528	0.532	0.06376	0.86963	0.06394	0.86838
2015	77	97.9	699.1	87.5	162.2	564.4	6602.7	5189.7	1428.9	144.4	273.1	80.5	2744	1335.2	1408.8	0.925	0.879	0.573	0.621	-0.05195	0.8256	-0.05183	0.82452
2015	78	102.3	796.6	92.7	173	656.6	7779.5	5917.9	1904.7	170.8	345	92.4	2867.7	1417.3	1450.4	1029	0.938	0.621	0.699	-0.0034	0.8228	-0.00318	0.8219
2015	79	108.7	912.4	97.6	183.6	747.7	8617.3	6732.4	1921	178.1	380.2	109.6	2995.7	1505.3	1490.4	1004	0.972	0.681	0.816	0.04141	0.8576	0.04167	0.85688
2015	80	117.7	1060.6	105.5	196.4	878.8	9487	7414.9	2114.3	191.2	414.5	138.7	3130.3	1601.8	1528.5	1031	1003	0.754	0.941	0.00606	0.86281	0.00602	0.86205
2015	81	119.6	1162.2	108.8	199.7	974.7	10452.5	8331.4	2174.6	204.2	486.6	154.5	3231.3	1667.6	1563.7	1032	1041	0.827	1032	0.03084	0.88984	0.03088	0.88908
2015	82	117.8	1239.5	106.2	199.8	1009.9	10471.1	8170.5	2284.4	231.1	440.2	240.7	3309.6	1724.5	1585.1	0.961	1003	0.869	1.1	0.05492	0.94007	0.05533	0.93965
2015	83	116.2	1274.4	104.4	197.5	1042.9	11251.6	8571.1	2679.3	172.7	453.9	270.8	3380.8	1778.5	1602.3	0.996	1056	0.89	1121	0.03706	0.97556	0.03724	0.9753
2015	84	112.2	1298.5	100.5	190.6	1067.5	11939.4	9024.5	2918.6	168.2	425.1	252	3398	1794.9	1603.1	1105	1191	0.904	1147	0.01041	0.98577	0.0104	0.9855
2015	85	116.5	1391.9	105	199.7	1145.1	12179	8803.4	3394.8	256	423.9	256.9	3428.5	1810.8	1617.7	1061	1091	0.917	1136	0.00873	0.99442	0.00873	0.99414
2015	86	129.7	1595.3	115.4	216.4	1299.5	13528.9	9555.6	3994.4	364.2	473.1	263.9	3549.8	1898.7	1651.1	1122	1.16	0.959	1026	0.01643	101089	0.01634	101052
2015	87	147.9	1926.1	131.7	252.8	1565.1	14912.4	10835.4	4118.4	387.4	536.5	249.5	3733.1	2036.4	1696.7	1	1	1	1	-0.01083	1	-0.01047	1
2015	88	155.7	2131.3	139	271.4	1730.1	16597.8	12013.2	4636.6	347.8	631.3	241.6	3953.6	2206.3	1747.3	1072	1107	1043	0.978	0.01989	102008	0.0199	10201
2015	89	163.8	2313.5	147.1	286.5	1870.6	20282.9	14409.1	5886.2	499.8	686.7	274.2	4104.7	2318.5	1786.2	1163	1228	1076	1028	0.05163	107413	0.05163	107415
2015	90	176.8	2596.8	157.6	313.9	2082	20927.6	14507.7	6452.3	497.6	761.2	275.4	4386.4	2526.8	1859.6	1107	1171	1117	1079	0.01843	109411	0.01862	109433
2015	91	189.6	2817.1	168	323.9	2255.7	21703.4	15237.4	6472.5	586.6	805.1	283.1	4635	2697.6	1937.4	1.07	1125	1149	1105	-0.00769	108573	-0.00763	108601
2015	92	193.8	3091.5	172.8	341.5	2518.4	23757.1	17066.7	6656.5	466.4	832.3	304.8	4937.4	2899.9	2037.5	1055	1102	1.17	1109	-0.00562	107965	-0.00561	107993
2015	93	205.3	3312.2	184.3	367	2715.8	25501.2	17899.1	7668.9	554.8	909.1	326.4	5106.4	3027.3	2079.1	1085	1171	1193	1132	0.03909	112269	0.03908	112297
2015	94	216	3605.3	193.2	394.4	2952.8	27414.9	19136.8	8324.2	594.3	1000.7	344.9	5332.5	3194.3	2138.2	1114	1189	1222	1112	-0.00711	111473	-0.00713	1115
2015	95	214.3	3645.9	191.5	366.4	2964	28929	18707.7	10326.7	725.9	1109.4	329.9	5565.5	3353.8	2211.7	1108	1204	1261	1108	0.08206	121007	0.08207	121036
2015	96	215.3	3755.1	190	368.5	3047.7	30160.2	21025.3	9285.3	697.4	1280.6	353.7	5883.6	3545.5	2338.1	1174	1316	1281	1196	-0.04923	115194	-0.04919	115227
2015	97	0	0	0	0	0	0	0	0	0	0	0	6166.4	3749.3	2417.1	1152	1.26	0	0	0	0	0	
2021	58	17.3	62.9	12.3	25.6	42.3	1023.5	875.3	147.2	17.1	33.6	14	367.9	90.8	277.1	0.335	0.361	0.249	0.283	0	117027	0	116732
2021	59	17.3	66.8	12.5	27.4	45.2	1062.6	909.7	151.5	16.1	34	15.6	412.7	133.5	279.2	0.341	0.355	0.252	0.281	-0.03882	112571	-0.03905	112261
2021	60	16.8	67.6	11.9	27.6	45.8	1108.2	956.4	154.3	12.5	36.8	17.2	470.7	174.3	296.4	0.338	0.366	0.257	0.291	0.02319	115212	0.02301	114875
2021	61	16.1	71	10.7	28	48.8	1218.8	1062	158.3	19.6	39.3	18.9	509.4	201.5	307.9	0.348	0.367	0.256	0.286	-0.03065	111734	-0.03069	111403
2021	62	15.8	73.6	10.8	27.6	50	1294.4	1124.7	160.9	26.1	47.2	20.5	581.7	250	331.7	0.342	0.374	0.259	0.29	0.0366	1159	0.03647	11554
2021	63	12	52.9	8.6	19.5	37	988.8	854.6	132.7	9.9	28.2	13.5	668.3	308.9	359.4	0.338	0.37	0.264	0.29	-0.02055	113542	-0.0199	113264
2021	64	11.3	52.9	8	19.1	35.6	1080.4	925.1	160.8	16.1	32.2	12.9	699.3	322.5	376.8	0.34	0.365	0.268	0.286	-0.00045	113491	-0.00001	113264
2021	65	10.4	48.5	7.4	17.3	34.2	943	822.1	117.1	9.9	24.6	12.4	728.6	345.3	383.3	0.341	0.382	0.273	0.283	0.00429	113979	0.00376	11369
2021	66	9.4	46.5	7	16.3	33.3	975.6	863.5	125.7	10.2	36.2	11.7	735	349.9	385.1	0.381	0.412	0.282	0.284	-0.04919	108509	-0.04901	108252
2021	67	8.7	45.4	6.4	13.9	31.3	958.8	841.4	113.2	9.5	31.8	11.1	756.3	359.9	396.4	0.388	0.411	0.294	0.277	-0.01101	107321	-0.01098	10707
2021	68	8.3	45.8	6.1	12.9	32.4	1006.8	887.5	118.6	10.2	32.1	10.4	760	357.9	402.1	0.398	0.43	0.307	0.275	0.01853	109328	0.01892	109114
2021	69	7.9	45.2	5.8	11.9	31.9	982.4	855.8	124.3	9.8	32.3	9.7	771.1	360.6	410.5	0.405	0.454	0.322	0.277	0.03969	113755	0.0396	113522
2021	70	5.6	35.9	4.1	9.1	25.8	850.8	753.2	107.4	9.9	29	9	786.3	365.9	420.4	0.423	0.461	0.34	0.289	-0.05037	108167	-0.05054	107928
2021	71	5.2	37.1	3.7	8.4	27.2	941.1	840.2	100.8	7.5	26.9	8.2	775.9	358.7	417.2	0.433	0.47	0.359	0.308	-0.00053	108109	0.00082	108017
2021	72	4	31	2.9	6	22.1	808.3	724.7	82.3	7.8	20.5	6.1	775.4	355.4	420	0.442	0.505	0.373	0.33	0.0361	112083	0.03672	112057
2021	73	3.6	30.2	2.8	5.6	21.3	815.7	720.9	97.6	10.6	24.1	5.3	753	340.2	412.8	0.477	0.538	0.385	0.357	0.00083	112176	0.00138	112212
2021	74	3.5	36.1	2.6	5.4	25.9	862.2	753.6	116.8	7	29.8	7.9	757.6	341.2	416.4	0.491	0.6	0.429	0.468	0.08314	121901	0.08257	121871
2021	75	3.5	39	2.6	4.9	24	1010.8	870.7	139.1	7.7	26.9	10	738.1	326.7	411.4	0.56	0.633	0.495	0.506	-0.04617	116401	-0.04634	116352
2021	76	3.3	41	2.2	4.6	24.7	1110.8	1009.6	109.1	7.4	34.9	11.1	725.1	315.3	409.8	0.629	0.678	0.529	0.616	-0.09252	106115	-0.09222	106103
2021	77	2.3	26.3	1.7	3.6	18.1	900.5	822.9	74.6	8.3	24.2	8	714.7	305.4	409.3	0.663	0.699	0.575	0.686	-0.03529	102435	-0.03518	102435
2021	78	2.5	31.4	1.8	3.8	21.3	1031.7	941	97.2	8	31.8	9.6	695.6	292.4	403.2	0.741	0.754	0.623	0.739	-0.0295	0.99457	-0.02951	0.99456
2021	79	2	29.7	1.5	3.3	20.3	1046.4	967.5	81.9	8.2	27.7	8.3	671.3	276.4	394.9	0.825	0.849	0.682	0.896	-0.00188	0.9927	-0.00192	0.99265
